date,store,machine_id,spins,bb,rb,event_frag,合算確率,BB確率,Rb確率,投入枚数(IN),払出枚数(OUT),利益(円),1Gあたり利益,稼働率,設定1差分,設定2差分,設定3差分,設定4差分,設定5差分,設定6差分,最小差分,推定設定,データ異常,設定信頼度,店舗日ID,イベント名
2026/03/26,2,6,1601,5,3,0,200.125,320.2,533.6666667,4803,1488,66300,41.41161774,0.1554368932,234.2,273.2,350.7,431.7,478.7,548.2,234.2,1,0,39,2_46107,通常
2026/03/26,2,7,3061,10,9,0,161.1052632,306.1,340.1111111,9183,3264,118380,38.67363607,0.297184466,136.4333333,103.4333333,46.26666667,127.2666667,174.2666667,243.7666667,46.26666667,3,0,57.16666667,2_46107,通常
2026/03/26,2,8,727,1,1,0,363.5,727,727,2181,336,36900,50.7565337,0.07058252427,931,970,1047.5,1128.5,1175.5,1245,931,1,0,39,2_46107,通常
2026/03/26,2,9,2506,5,5,0,250.6,501.2,501.2,7518,1680,116760,46.59217877,0.2433009709,366.5,405.5,483,564,611,680.5,366.5,1,0,39,2_46107,通常
2026/03/26,2,10,3114,4,2,0,519,778.5,1557,9342,1152,163800,52.60115607,0.3023300971,2227.5,2266.5,2344,2425,2472,2541.5,2227.5,1,0,39,2_46107,通常
2026/03/26,3,1,1417,3,3,0,236.1666667,472.3333333,472.3333333,4251,1008,64860,45.77275935,0.1375728155,294.3333333,333.3333333,410.8333333,491.8333333,538.8333333,608.3333333,294.3333333,1,0,39,3_46107,通常
2026/03/26,3,2,784,1,4,0,156.8,784,196,2352,624,34560,44.08163265,0.07611650485,830.5,797.5,728,671,652,604.5,604.5,6,0,47.5,3_46107,通常
2026/03/26,3,3,440,2,0,0,220,220,,1320,480,16800,38.18181818,0.0427184466,666.5,627.5,550,469,422,352.5,352.5,6,1,69.5,3_46107,通常
2026/03/26,3,4,476,1,1,0,238,476,476,1428,336,21840,45.88235294,0.04621359223,303.5,342.5,420,501,548,617.5,303.5,1,0,39,3_46107,通常
2026/03/26,3,5,489,1,2,0,163,489,244.5,1467,432,20700,42.33128834,0.04747572816,462.75,429.75,360.25,303.25,284.25,283.25,283.25,6,0,1,3_46107,通常
2026/03/26,3,6,2542,6,10,0,158.875,423.6666667,254.2,7626,2400,104520,41.11723053,0.2467961165,382.8666667,349.8666667,280.3666667,223.3666667,204.3666667,232.4666667,204.3666667,5,0,19,3_46107,通常
2026/03/26,3,7,423,0,2,0,211.5,,211.5,1269,192,21540,50.92198582,0.04106796117,569.25,530.25,452.75,371.75,324.75,255.25,255.25,6,1,69.5,3_46107,通常
2026/03/26,3,8,2194,11,3,0,156.7142857,199.4545455,731.3333333,6582,2928,73080,33.30902461,0.2130097087,557.0454545,590.0454545,659.5454545,716.5454545,735.5454545,783.0454545,557.0454545,1,0,33,3_46107,通常
2026/03/26,3,9,1557,6,4,0,155.7,259.5,389.25,4671,1824,56940,36.57032755,0.1511650485,43.125,16.875,86.375,154.375,201.375,270.875,16.875,2,0,26.25,3_46107,通常
2026/03/26,3,10,682,0,1,0,682,,682,2046,96,39000,57.18475073,0.06621359223,682.5,715.5,785,842,861,908.5,682.5,1,1,33,3_46107,通常
2026/03/26,4,1,5329,20,11,0,171.9032258,266.45,484.4545455,15987,5856,202620,38.02214299,0.5173786408,119.7318182,152.7318182,223.1318182,304.1318182,351.1318182,420.6318182,119.7318182,1,0,33,4_46107,通常
2026/03/26,4,2,3135,7,6,0,241.1538462,447.8571429,522.5,9405,2256,142980,45.6076555,0.304368932,345.1071429,384.1071429,461.6071429,542.6071429,589.6071429,659.1071429,345.1071429,1,0,39,4_46107,通常
2026/03/26,4,3,2013,6,2,0,251.625,335.5,1006.5,6039,1632,88140,43.78539493,0.1954368932,958.75,997.75,1075.25,1156.25,1203.25,1272.75,958.75,1,0,39,4_46107,通常
2026/03/26,4,4,5157,14,19,0,156.2727273,368.3571429,271.4210526,15471,5184,205740,39.89528796,0.5006796117,301.7255639,268.7255639,199.2255639,142.2255639,133.4887218,202.9887218,133.4887218,5,0,8.736842105,4_46107,通常
2026/03/26,4,5,3635,14,8,0,165.2272727,259.6428571,454.375,10905,4128,135540,37.28748281,0.3529126214,81.41964286,114.4196429,183.9196429,252.2053571,299.2053571,368.7053571,81.41964286,1,0,33,4_46107,通常
2026/03/26,4,6,5072,20,13,0,153.6969697,253.6,390.1538462,15216,6048,183360,36.15141956,0.4924271845,47.66923077,24.13076923,93.63076923,150.6307692,196.8307692,266.3307692,24.13076923,2,0,23.53846154,4_46107,通常
2026/03/26,4,7,5805,15,18,0,175.9090909,387,322.5,17415,5328,241740,41.64341085,0.563592233,243.75,210.75,141.25,181.75,228.75,298.25,141.25,3,0,40.5,4_46107,通常
2026/03/26,4,8,2707,7,6,0,208.2307692,386.7142857,451.1666667,8121,2256,117300,43.33210196,0.262815534,176.9642857,215.9642857,293.4642857,374.4642857,421.4642857,490.9642857,176.9642857,1,0,39,4_46107,通常
2026/03/26,4,9,2058,7,3,0,205.8,294,686,6174,1968,84120,40.87463557,0.1998058252,436.5,475.5,553,634,681,750.5,436.5,1,0,39,4_46107,通常
2026/03/26,4,10,5915,21,14,0,169,281.6666667,422.5,17745,6384,227220,38.41420118,0.5742718447,28.91666667,67.91666667,145.4166667,226.4166667,273.4166667,342.9166667,28.91666667,1,0,39,4_46107,通常
